continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
2778000;0;19984;0;28185000;27576000;2778000;"";"";27576000;-24221000;609000;2015-12-31;2015-01-01;year;3964000;-1186000;19984
15754000;0;19984;0;41981000;32670000;15754000;"";"";32670000;-19766000;9311000;2016-12-31;2016-01-01;year;22215000;-6461000;19984
18853000;0;19984;0;35024000;32933000;18853000;"";"";32933000;-9428000;2091000;2017-12-31;2017-01-01;year;25596000;-6743000;19984
-822000;0;19984;0;30902000;31347000;-822000;"";"";31347000;-16015000;-445000;2018-12-31;2018-01-01;year;14887000;-15709000;19984
5950000;0;19984;0;9890000;10455000;5950000;"";"";10455000;-2315000;-565000;2019-12-31;2019-01-01;year;7575000;-1625000;19984
135000;0;19984;0;14000;0;135000;"";"";0;182000;14000;2020-12-31;2020-01-01;year;196000;-61000;19984
