cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
4146;-67444000;26906000;36633000;2015-12-31;2015-01-01;year;4146
4146;14547000;-18926000;4581000;2016-12-31;2016-01-01;year;4146
4146;-33920000;-10601000;44878000;2017-12-31;2017-01-01;year;4146
4146;-9748000;-6629000;15786000;2018-12-31;2018-01-01;year;4146
4146;-7430000;-6563000;18593000;2019-12-31;2019-01-01;year;4146
4146;-4820000;-29993000;37785000;2020-12-31;2020-01-01;year;4146
4146;10923000;-25466000;10891000;2021-12-31;2021-01-01;year;4146
