cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
23388;-561710000;2603000;556270000;2017-12-31;2017-01-01;year;23388
23388;-283351000;62457000;232665000;2018-12-31;2018-01-01;year;23388
23388;-40052000;-73128000;124330000;2019-12-31;2019-01-01;year;23388
23388;-151104000;-134220000;470531000;2020-12-31;2020-01-01;year;23388
23388;-305118000;86606000;135615000;2021-12-31;2021-01-01;year;23388
