cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
9989;0;-5000;5000;2015-12-31;2015-01-01;year;9989
9989;0;-992000;992000;2016-12-31;2016-01-01;year;9989
9989;0;-10665000;10739000;2017-12-31;2017-01-01;year;9989
9989;-12676000;-27966000;40631000;2018-12-31;2018-01-01;year;9989
9989;0;-27786000;27774000;2019-12-31;2019-01-01;year;9989
9989;0;-36227000;36184000;2020-12-31;2020-01-01;year;9989
9989;0;-40126000;40130000;2021-12-31;2021-01-01;year;9989
