asset_turnover;cash_liquidity;current_liquidity;cvm_code;ebit_margin;ebitda;ebitda_margin;gross_debt;gross_margin;net_debt;net_margin;operating_margin;period_end;period_init;period_type;quick_liquidity;return_on_assets;return_on_equity;total_debt;working_capital;code_partition
0.6063;0.2834;1.2981;25690;16.2708;7.8306E7;10.9082;2.42239E8;36.5246;-2.8571E7;10.1194;14.315;2020-12-31;2020-01-01;year;1.2511;0.0614;27.8261;353.5067;1.27509E8;25690
0.2593;3.821;6.2281;25690;24.3248;1.9793E8;20.5186;1.107529E9;39.5423;-1.51967E8;15.0232;22.4598;2021-12-31;2021-01-01;year;6.131;0.039;8.838;126.8985;1.342421E9;25690
