continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
265000000;-16342000000;14826;0;1081000000;6123000000;265000000;265000000;-541000000;22465000000;-762000000;-5042000000;2015-12-31;2015-01-01;year;319000000;-54000000;14826
-405000000;-18599000000;14826;-77000000;311000000;6928000000;-482000000;-482000000;-594000000;25527000000;-800000000;-6617000000;2016-12-31;2016-01-01;year;-489000000;84000000;14826
612000000;-18016000000;14826;-32000000;1329000000;7974000000;580000000;580000000;231000000;25990000000;-660000000;-6645000000;2017-12-31;2017-01-01;year;669000000;-57000000;14826
1237000000;-18795000000;14826;-88000000;2109000000;7402000000;1149000000;1149000000;135000000;26197000000;-921000000;-5293000000;2018-12-31;2018-01-01;year;1188000000;49000000;14826
478000000;-19062000000;14826;312000000;1300000000;6745000000;790000000;790000000;46000000;25807000000;-955000000;-5445000000;2019-12-31;2019-01-01;year;345000000;133000000;14826
2206000000;-19978000000;14826;-27000000;3133000000;8018000000;2179000000;2179000000;147000000;27996000000;-381000000;-4885000000;2020-12-31;2020-01-01;year;2752000000;-546000000;14826
804000000;-19311000000;14826;-2000000;972000000;6369000000;802000000;802000000;158000000;25680000000;-1031000000;-5397000000;2021-12-31;2021-01-01;year;-59000000;863000000;14826
