cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
23612;-4047000;-2421000;11414000;2017-12-31;2017-01-01;year;23612
23612;57389000;-26671000;-7032000;2018-12-31;2018-01-01;year;23612
23612;20004000;-61425000;11687000;2019-12-31;2019-01-01;year;23612
23612;-23582000;11303000;30835000;2020-12-31;2020-01-01;year;23612
23612;-645000;4947000;-5459000;2021-12-31;2021-01-01;year;23612
