continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-7184000;-54309000;24872;0;23000;34121000;-7184000;-7184000;-96000;88430000;-12626000;-34098000;2017-12-31;2017-01-01;year;-12603000;5419000;24872
-1922000;-62876000;24872;0;5370000;44912000;-1922000;-1922000;-154000;107788000;-10758000;-39542000;2018-12-31;2018-01-01;year;-5388000;3466000;24872
