amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.066493364;"";22799;2022-05-09;"";2022-05-16;2022-05-06;SQIA3;interest;22799
0.019659421;2021-04-29;22799;2021-04-30;"";2021-05-17;2021-04-29;SQIA3;interest;22799
0.056265896;2019-04-24;22799;2019-04-30;"";2019-05-21;2019-04-29;SQIA3;dividend;22799
0.186060883;2018-02-28;22799;2019-02-18;"";2018-05-21;2018-03-05;SQIA3;interest;22799
0.094532569;2017-03-22;22799;2019-02-18;"";"";2017-03-27;SQIA3;interest;22799
0.112250132;2016-08-24;22799;2019-02-18;"";2016-09-12;2016-08-29;SQIA3;interest;22799
0.101276672;2016-03-15;22799;2019-02-18;"";2016-05-11;2016-04-29;SQIA3;interest;22799
