cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
8540;-2686000;35000;-4256000;2009-12-31;2009-01-01;year;8540
8540;-7993000;-150000;6799000;2010-12-31;2010-01-01;year;8540
8540;-3787000;-339000;13957000;2011-12-31;2011-01-01;year;8540
8540;-5492000;47000;-1396000;2012-12-31;2012-01-01;year;8540
8540;-7976000;3987000;24610000;2013-12-31;2013-01-01;year;8540
8540;46097000;2232000;-54732000;2014-12-31;2014-01-01;year;8540
