currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRENGIACNOR0;ENGI;BVMF;exchange;ENGI3;stock
BRL;BRENGIACNPR7;ENGI;BVMF;exchange;ENGI4;stock
