continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
294681000;0;24759;0;293692000;0;294681000;"";"";0;176000;293692000;2017-12-31;2017-01-01;year;293868000;813000;24759
