cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
19550;-236857000;-752619000;988955000;2015-12-31;2015-01-01;year;19550
19550;-780870000;252011000;334660000;2016-12-31;2016-01-01;year;19550
19550;4694969000;-4534819000;-145877000;2017-12-31;2017-01-01;year;19550
19550;-1188740000;1373858000;-165267000;2018-12-31;2018-01-01;year;19550
19550;-396568000;253816000;149338000;2019-12-31;2019-01-01;year;19550
19550;201348000;-742795000;731508000;2020-12-31;2020-01-01;year;19550
19550;193577000;87244000;-560428000;2021-12-31;2021-01-01;year;19550
