cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
5380;-5420000;-6122000;9074000;2009-12-31;2009-01-01;year;5380
5380;5386000;-11870000;-173000;2010-12-31;2010-01-01;year;5380
5380;-692000;-11782000;9210000;2011-12-31;2011-01-01;year;5380
5380;7819000;-15389000;2342000;2012-12-31;2012-01-01;year;5380
5380;-7119000;-12131000;19592000;2013-12-31;2013-01-01;year;5380
5380;1410000;-14960000;21517000;2014-12-31;2014-01-01;year;5380
