currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRCRPGACNPA3;CRPG;BVMF;exchange;CRPG5;stock
BRL;BRCRPGACNPB1;CRPG;BVMF;exchange;CRPG6;stock
