amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.205591474;"";24627;2022-03-25;"";2022-04-05;2022-03-24;BLAU3;dividend;24627
0.122724605;"";24627;2021-12-06;"";2021-12-15;2021-12-03;BLAU3;dividend;24627
0.105915328;"";24627;2021-09-24;"";2021-10-05;2021-09-23;BLAU3;interest;24627
0.019505554;2021-06-28;24627;2021-07-06;"";2021-07-15;2021-07-05;BLAU3;interest;24627
