continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
"";-148761000;1309;"";"";12088000;4260000;"";"";160849000;13000;-6083000;2009-12-31;2009-01-01;year;6018000;-1758000;1309
"";-158860000;1309;"";"";9952000;2644000;"";"";168812000;1000;-6482000;2010-12-31;2010-01-01;year;3471000;-827000;1309
"";-102570000;1309;"";"";13942000;5361000;"";"";116512000;-16000;-6255000;2011-12-31;2011-01-01;year;7671000;-2310000;1309
"";-33214000;1309;"";"";13432000;5431000;"";"";46646000;-1000;-5706000;2012-12-31;2012-01-01;year;7725000;-2294000;1309
"";-7204000;1309;"";"";6314000;2123000;"";"";13518000;0;-3711000;2013-12-31;2013-01-01;year;2603000;-480000;1309
"";-2774000;1309;"";"";7274000;3494000;"";"";10048000;0;-2362000;2014-12-31;2014-01-01;year;4912000;-1418000;1309
