continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-3731000;-379186000;24350;0;20602000;152721000;-3731000;-3731000;0;531907000;-26238000;-132119000;2018-12-31;2018-01-01;year;-5636000;1905000;24350
-19024000;-358276000;24350;0;3159000;147327000;-19024000;-19024000;0;505603000;-32127000;-144168000;2019-12-31;2019-01-01;year;-28968000;9944000;24350
-23631000;-334350000;24350;0;5322000;154284000;-23631000;-23631000;0;488634000;-39029000;-148962000;2020-12-31;2020-01-01;year;-33707000;10076000;24350
-44789000;-359303000;24350;0;16450000;160790000;-44789000;-44789000;0;520093000;-38507000;-144340000;2021-12-31;2021-01-01;year;-22057000;-22732000;24350
