cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
2429;-53773000;-95170000;74074000;2015-12-31;2015-01-01;year;2429
2429;62024000;-77864000;18605000;2016-12-31;2016-01-01;year;2429
2429;-144489000;45736000;91805000;2017-12-31;2017-01-01;year;2429
2429;-23545000;-50876000;129303000;2018-12-31;2018-01-01;year;2429
2429;-76921000;-86293000;110754000;2019-12-31;2019-01-01;year;2429
2429;107259000;-334560000;184692000;2020-12-31;2020-01-01;year;2429
2429;166266000;-573986000;383061000;2021-12-31;2021-01-01;year;2429
