amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.216129949;"";22020;2022-05-06;"";2022-05-17;2022-05-05;JSLG3;dividend;22020
0.159100094;"";22020;2021-12-27;"";2022-01-31;2021-12-23;JSLG3;interest;22020
