cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25569;650229000;-660252000;13085000;2020-12-31;2020-01-01;year;25569
25569;602729000;-66542000;-43805000;2021-12-31;2021-01-01;year;25569
