asset_turnover;cash_liquidity;current_liquidity;cvm_code;ebit_margin;ebitda;ebitda_margin;gross_debt;gross_margin;net_debt;net_margin;operating_margin;period_end;period_init;period_type;quick_liquidity;return_on_assets;return_on_equity;total_debt;working_capital;code_partition
0.3974;0.0;0.7037;6629;38.2887;2846000.0;38.2887;0.0;86.977;0.0;-54.5406;-54.5406;2009-12-31;2009-01-01;year;0.7037;-0.2167;1.4178;-106.5412;-831000.0;6629
0.1852;2.0E-4;0.22;6629;82.0313;2625000.0;82.0313;0.0;100.0;-1000.0;-518.3125;-322.7813;2010-12-31;2010-01-01;year;0.22;-0.9598;5.4808;-105.7105;-3492000.0;6629
0.2275;0.0;0.135;6629;-11.308;-351000.0;-11.308;4125000.0;100.0;4125000.0;-1171.2951;-1195.1997;2011-12-31;2011-01-01;year;0.135;-2.6653;10.6835;-104.0084;-8269000.0;6629
0.6021;0.0;0.3672;6629;106.9178;4173000.0;106.9178;0.0;100.0;0.0;-803.6382;-819.9334;2012-12-31;2012-01-01;year;0.3672;-4.8389;8.2482;-101.7045;-2680000.0;6629
0.5883;0.0;0.2172;6629;101.0535;3549000.0;101.0535;3.89007E8;100.0;3.89007E8;-964.2938;-1103.1891;2013-12-31;2013-01-01;year;0.2172;-5.6727;8.1777;-101.4416;-4639000.0;6629
0.5443;0.0;0.0702;6629;-57.8244;-2121000.0;-57.8244;3.04638E8;100.0;3.04638E8;2184.2148;-739.422;2014-12-31;2014-01-01;year;0.0702;11.8886;-23.9855;-102.0175;-7904000.0;6629
