cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25500;652000;-47625000;53033000;2018-12-31;2018-01-01;year;25500
25500;-2993000;-27044000;68230000;2019-12-31;2019-01-01;year;25500
