currency;isin;issuer_code;market;market_type;ticker;type
BRL;BRRNEWACNOR8;RNEW;BVMF;exchange;RNEW3;stock
BRL;BRRNEWACNPR5;RNEW;BVMF;exchange;RNEW4;stock
