b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
C1GP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56065;"";true;true;"";"";COSTAR GROUP INC;"";""
C1OU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56073;"";true;true;"";"";COUPA SOFTWARE INC;"";""
D1DG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56081;"";true;true;"";"";DATADOG INC;"";""
D1EX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56090;"";true;true;"";"";DEXCOM INC;"";""
D1OC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56103;"";true;true;"";"";DOCUSIGN INC;"";""
D1OW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56111;"";true;true;"";"";DOW INC;"";""
F1SL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56120;"";true;true;"";"";FASTLY INC;"";""
H1EI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56138;"";true;true;"";"";HEICO CORPORATION;"";""
H1ZN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56146;"";true;true;"";"";HORIZON THERAPEUTICS PLC;"";""
I1AC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56154;"";true;true;"";"";IAC INTERACTIVECORPORATION;"";""
I1EX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56162;"";true;true;"";"";IDEX CORPORATION;"";""
L1VS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56170;"";true;true;"";"";LAS VEGAS SANDS CORPORATION;"";""
L1DO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56189;"";true;true;"";"";LEIDOS HOLDINGS INC;"";""
L1YV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56219;"";true;true;"";"";LIVE NATION ENTERTAINMENT INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56227;"";true;true;"";"";MARKETAXESS HOLDINGS INC;"";""
M1TC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56235;"";true;true;"";"";MATCH GROUP INC;"";""
M1RN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56243;"";true;true;"";"";MODERNA INC;"";""
M1DB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56251;"";true;true;"";"";MONGODB INC;"";""
N1BI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56260;"";true;true;"";"";NEUROCRINE BIOSCIENCES INC;"";""
O1KT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56286;"";true;true;"";"";OKTA INC;"";""
O1DF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56294;"";true;true;"";"";OLD DOMINION FREIGHT LINE INC;"";""
O1TI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56308;"";true;true;"";"";OTIS WORLDWIDE CORPORATION;"";""
P1YC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56316;"";true;true;"";"";PAYCOM SOFTWARE INC;"";""
R1KU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56324;"";true;true;"";"";ROKU INC;"";""
S1RP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56332;"";true;true;"";"";SAREPTA THERAPEUTICS INC;"";""
S1GE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56340;"";true;true;"";"";SEAGEN INC.;"";""
N1OW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56359;"";true;true;"";"";SERVICENOW INC;"";""
S1PL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56367;"";true;true;"";"";SPLUNK INC;"";""
S1SN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56375;"";true;true;"";"";SS&C TECHNOLOGIES HOLDINGS INC;"";""
S1TE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56383;"";true;true;"";"";STERIS PLC;"";""
T1WL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56391;"";true;true;"";"";TWILIO INC;"";""
W1MG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56405;"";true;true;"";"";WARNER MUSIC GROUP CORPORATION;"";""
W1SO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56413;"";true;true;"";"";WATSCO INC;"";""
W1IX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56421;"";true;true;"";"";WIX.COM LTD;"";""
W1RB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56430;"";true;true;"";"";WR BERKLEY CORPORATION;"";""
Z1BR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56448;"";true;true;"";"";ZEBRA TECHNOLOGIES CORPORATION;"";""
Z1OM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56456;"";true;true;"";"";ZOOM VIDEO COMMUNICATIONS INC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56464;"";true;true;"";"";ABB LTD;"";""
A1EG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56472;"";true;true;"";"";AEGON NV;"";""
A1MX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56480;"";true;true;"";"";AMÉRICA MÓVIL SAB DE CV;"";""
A1RG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56499;"";true;true;"";"";ARGENX SE;"";""
A1SN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56502;"";true;true;"";"";ASCENDIS PHARMA A/S;"";""
A1TH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56510;"";true;true;"";"";AUTOHOME INC;"";""
A1UA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56529;"";true;true;"";"";ANGLOGOLD ASHANTI LTD;"";""
A1ZN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56537;"";true;true;"";"";ASTRAZENECA PLC;"";""
B1BL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56545;"";true;true;"";"";BHP GROUP PLC;"";""
B1CS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56553;"";true;true;"";"";BARCLAYS PLC;"";""
B1GN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56561;"";true;true;"";"";BEIGENE LTD;"";""
B1IL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56570;"";true;true;"";"";BILIBILI INC;"";""
B1NT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56588;"";true;true;"";"";BIONTECH SE;"";""
B1PP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56596;"";true;true;"";"";BP PLC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56600;"";true;true;"";"";BANCO SANTANDER CHILE;"";""
B1TI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56618;"";true;true;"";"";BRITISH AMERICAN TOBACCO PLC;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56626;"";true;true;"";"";CNOOC LTD;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56634;"";true;true;"";"";CHINA MOBILE LTD;"";""
C1HT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56642;"";true;true;"";"";CHUNGHWA TELECOM CO LTD;"";""
C1SU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56650;"";true;true;"";"";CREDIT SUISSE GROUP AG;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56669;"";true;true;"";"";ECOPETROL SA;"";""
E1DU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56677;"";true;true;"";"";NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC;"";""
E1NI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56685;"";true;true;"";"";ENEL AMERICAS SA;"";""
E1QN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56693;"";true;true;"";"";EQUINOR ASA;"";""
E1RI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56707;"";true;true;"";"";ERICSSON LM TELEPHONE CO;"";""
G1DS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56715;"";true;true;"";"";GDS HOLDINGS LTD;"";""
G1FI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56723;"";true;true;"";"";GOLD FIELDS LTD;"";""
G1LP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56731;"";true;true;"";"";GALAPAGOS NV;"";""
G1SK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56740;"";true;true;"";"";GLAXOSMITHKLINE PLC;"";""
H1DB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56758;"";true;true;"";"";HDFC BANK LTD;"";""
H1SB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56766;"";true;true;"";"";HSBC HOLDINGS PLC;"";""
H1TH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56774;"";true;true;"";"";HUAZHU GROUP LTD;"";""
I1BN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56782;"";true;true;"";"";ICICI BANK LTD;"";""
I1HG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56790;"";true;true;"";"";INTERCONTINENTAL HOTELS GROUP PLC;"";""
I1FO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56804;"";true;true;"";"";INFOSYS LTD;"";""
I1QY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56812;"";true;true;"";"";IQIYI INC;"";""
I1XC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56820;"";true;true;"";"";ORIX CORP;"";""
K1BF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56839;"";true;true;"";"";KB FINANCIAL GROUP INC;"";""
K1TC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56847;"";true;true;"";"";KT CORP;"";""
L1FC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56855;"";true;true;"";"";CHINA LIFE INSURANCE CO LTD;"";""
L1YG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56863;"";true;true;"";"";LLOYDS BANKING GROUP PLC;"";""
M1BT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56871;"";true;true;"";"";MOBILE TELESYSTEMS PUBLIC JOINT STOCK CO.;MOBILE JOIN;""
M1LC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56880;"";true;true;"";"";MELCO RESORTS & ENTERTAINMENT LTD;"";""
M1UF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56898;"";true;true;"";"";MITSUBISHI UFJ FINANCIAL GROUP INC;"";""
N1GG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56901;"";true;true;"";"";NATIONAL GRID PLC;"";""
N1IC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56910;"";true;true;"";"";NICE LTD;"";""
N1VO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56928;"";true;true;"";"";NOVO NORDISK A/S;"";""
N1VS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56936;"";true;true;"";"";NOVARTIS AG;"";""
P1DD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56944;"";true;true;"";"";PINDUODUO INC;"";""
P1KX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56952;"";true;true;"";"";POSCO;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56960;"";true;true;"";"";PRUDENTIAL PLC;"";""
N1WG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56979;"";true;true;"";"";NATWEST GROUP PLC;"";""
R1DY;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56987;"";true;true;"";"";DR REDDYS LABORATORIES LTD;"";""
R1EL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";56995;"";true;true;"";"";RELX PLC;"";""
R1YA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57002;"";true;true;"";"";RYANAIR HOLDINGS PLC;"";""
S1KM;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57010;"";true;true;"";"";SK TELECOM CO LTD;"";""
S1MF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57029;"";true;true;"";"";SUMITOMO MITSUI FINANCIAL GROUP INC;"";""
S1NN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57037;"";true;true;"";"";SMITH & NEPHEW PLC;"";""
C1HI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57045;"";true;true;"";"";CHINA PETROLEUM & CHEMICAL CORP;"";""
T1AL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57053;"";true;true;"";"";TAL EDUCATION GROUP;"";""
T1EV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57061;"";true;true;"";"";TEVA PHARMACEUTICAL INDUSTRIES LTD;"";""
T1LK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57070;"";true;true;"";"";PT TELEKOMUNIKASI INDONESIA PERSERO TBK;"";""
T1SS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57088;"";true;true;"";"";TENARIS SA;"";""
V1IP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57100;"";true;true;"";"";VIPSHOP HOLDINGS LTD;"";""
V1OD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57118;"";true;true;"";"";VODAFONE GROUP PUBLIC LTD COMPANY;"";""
W1BO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57126;"";true;true;"";"";WEIBO CORP;"";""
W1BK;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57134;"";true;true;"";"";WESTPAC BANKING CORP;"";""
W1PP;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57142;"";true;true;"";"";WPP PLC;"";""
Z1TO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57169;"";true;true;"";"";ZTO EXPRESS CAYMAN INC;"";""
S1BS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57185;"";true;true;"";"";SIBANYE STILLWATER LTD;"";""
AIRB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57193;"";true;true;"";"";Airbnb Inc;"";""
PAGS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57207;"";true;true;"";"";Pagseguro Digital Ltd;"";""
B2YN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57215;"";true;true;"";"";BEYOND MEAT INC;"";""
C2ZR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57223;"";true;true;"";"";CAESARS ENTERTAINMENT INC;"";""
C2HD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57231;"";true;true;"";"";CHURCHILL DOWNS INC;"";""
C2ON;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57240;"";true;true;"";"";CYRUSONE INC;"";""
D2KN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57258;"";true;true;"";"";DRAFTKINGS INC;"";""
K2CG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57266;"";true;true;"";"";KINGSOFT CLOUD HOLDINGS LTD;"";""
M2PW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57274;"";true;true;"";"";MEDICAL PROPERTIES TRUST INC;"";""
P2EN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57282;"";true;true;"";"";PENN NATIONAL GAMING INC;"";""
S2EA;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57290;"";true;true;"";"";SEA LTD;"";""
S2HO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57304;"";true;true;"";"";SHOPIFY INC;"";""
S2NW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57312;"";true;true;"";"";SNOWFLAKE INC;"";""
S2QU;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57320;"";true;true;"";"";SQUARE INC;"";""
S2UI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57339;"";true;true;"";"";SUN COMMUNITIES INC;"";""
T2DH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57347;"";true;true;"";"";TELADOC HEALTH INC;"";""
T2TD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57355;"";true;true;"";"";THE TRADE DESK INC;"";""
U2ST;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57363;"";true;true;"";"";UNITY SOFTWARE INC;"";""
Z2NG;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57371;"";true;true;"";"";ZYNGA INC;"";""
STOC;DR1;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;"";"";57380;"";true;true;"";"";STONECO LTD.;"";""
A2MC;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57398;"";true;true;"";"";AMC Entertainment Holdings Inc;"";""
A2VL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57401;"";true;true;"";"";AVALARA INC;"";""
B2HI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57410;"";true;true;"";"";BILL.COM HOLDINGS INC;"";""
B2MB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57428;"";true;true;"";"";BUMBLE INC;"";""
C2PT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57436;"";true;true;"";"";CAMDEN PROPERTY TRUST;"";""
C2OI;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57444;"";true;true;"";"";COINBASE GLOBAL INC;"";""
D2PZ;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57452;"";true;true;"";"";Domino's Pizza Inc;"";""
D2AS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57460;"";true;true;"";"";DoorDash Inc;"";""
E2ST;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57479;"";true;true;"";"";Elastic NV;"";""
E2PD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57487;"";true;true;"";"";Enterprise Products Partners LP;"";""
E2TS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57495;"";true;true;"";"";Etsy Inc;"";""
E2EF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57509;"";true;true;"";"";Euronet Worldwide Inc;"";""
F2VR;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57517;"";true;true;"";"";Fiverr International Ltd;"";""
F2NV;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57525;"";true;true;"";"";Franco-Nevada Corp;"";""
G2DD;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57533;"";true;true;"";"";GoDaddy Inc;"";""
H2UB;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57541;"";true;true;"";"";HubSpot Inc;"";""
"";DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57550;"";true;true;"";"";Nikola Corporation;"";""
P2LT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57568;"";true;true;"";"";PALANTIR TECHNOLOGIES INC;"";""
P2IN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57576;"";true;true;"";"";PINTEREST INC;"";""
P2LN;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57584;"";true;true;"";"";PLANET FITNESS INC;"";""
P2CO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57592;"";true;true;"";"";PROCORE TECHNOLOGIES INC;"";""
R2DF;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57606;"";true;true;"";"";REDFIN CORPORATION;"";""
R2HH;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57614;"";true;true;"";"";RH;"";""
R2BL;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57622;"";true;true;"";"";Roblox Corporation;"";""
S2QS;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57630;"";true;true;"";"";Squarespace Inc;"";""
S2TO;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57649;"";true;true;"";"";STORE Capital Corp;"";""
T2PX;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57657;"";true;true;"";"";Tempur Sealy International Inc;"";""
P2AT;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57665;"";true;true;"";"";UiPath Inc;"";""
U2PW;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57673;"";true;true;"";"";Upwork Inc;"";""
V2EE;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57681;"";true;true;"";"";Veeva Systems Inc;"";""
V2ME;DRN;Não Classificados;Não Classificados;Não Classificado;"";"";57690;"";true;true;"";"";Vimeo Inc;"";""
