data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1896-04-02;5312;Mundial S.a.;Mundial;88610191000154;MNDL;Consumo Ciclico;Tecidos, Vestuario E Calcados;Acessorios;Componentes Diversos Para Indústria de Calçados Confecções. Artigos de Cuidados Pessoais E de Cultelaria.;Sim;http://www.mundial.com
2007-11-21;22519;Technos S.a.;Technos;09295063000197;TECN;Consumo Ciclico;Tecidos, Vestuario E Calcados;Acessorios;A Companhia Tem Por Objeto Social A Participação em Outras Sociedades. Como Sócia Ou Acionista. No País Ou No Exterior.;Sim;http://www.grupotechnos.com.br
2019-05-23;24805;Vivara Participacoes S.a.;Vivara;33839910000111;VIVA;Consumo Ciclico;Tecidos, Vestuario E Calcados;Acessorios;"Participação em Outras Sociedades. Na Qualidade de Quotistas. Ou Acionistas; Holding de Instituições Não-financeiras; E Agente de Propriedade Intelectual.";Sim;https://www.vivara.com.br/
