cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24660;75782000;-92047000;44071000;2019-12-31;2019-01-01;year;24660
24660;20405000;-72696000;26603000;2020-12-31;2020-01-01;year;24660
24660;86333000;-73998000;-13764000;2021-12-31;2021-01-01;year;24660
