continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
13479390000;-41183190000;1023;0;"";14815091000;10147522000;13442940000;36450000;55998281000;176312000;-1262177000;2009-12-31;2009-01-01;year;13729226000;-5555148000;1023
11330345000;-48409415000;1023;0;"";22991424000;11758093000;11296009000;34336000;71400839000;190504000;-5942816000;2010-12-31;2010-01-01;year;17239112000;-5001012000;1023
12736912000;-65465745000;1023;0;"";24614257000;12247330000;12681922000;54990000;90080002000;176187000;-5935959000;2011-12-31;2011-01-01;year;17448327000;-4274920000;1023
11405317000;-65601453000;1023;0;"";27488405000;12309870000;11245922000;192278000;90745179000;1237541000;-9557192000;2012-12-31;2012-01-01;year;16824075000;-4949641000;1023
11288834000;-78760188000;1023;0;"";24824507000;15810371000;10438066000;850768000;103584695000;9947914000;-13153699000;2013-12-31;2013-01-01;year;21618722000;-5072938000;1023
13343496000;-109968954000;1023;0;"";23876127000;11232472000;11853096000;1490400000;133845081000;114602000;-11312437000;2014-12-31;2014-01-01;year;12678292000;-2539347000;1023
