continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
1265936000;0;19763;0;1546442000;3828000;1265936000;1265936000;140436000;3828000;-159900000;1542614000;2015-12-31;2015-01-01;year;1386542000;-120606000;19763
666602000;0;19763;0;705691000;5820000;666602000;666602000;164353000;5820000;-41382000;699871000;2016-12-31;2016-01-01;year;664309000;2293000;19763
611855000;0;19763;0;645197000;5677000;611855000;611855000;76483000;5677000;-34700000;639520000;2017-12-31;2017-01-01;year;610497000;1358000;19763
1272833000;0;19763;0;1263826000;5148000;1272833000;1272833000;141917000;5148000;33835000;1258678000;2018-12-31;2018-01-01;year;1297661000;-24828000;19763
1337856000;0;19763;0;1365097000;4634000;1337856000;1337856000;144599000;4634000;-26123000;1360463000;2019-12-31;2019-01-01;year;1338974000;-1118000;19763
1508017000;0;19763;0;1598782000;2826000;1508017000;1508017000;205903000;2826000;-92981000;1595956000;2020-12-31;2020-01-01;year;1505801000;2216000;19763
2159838000;0;19763;0;2229560000;2981000;2159838000;2159838000;207707000;2981000;-63916000;2226579000;2021-12-31;2021-01-01;year;2165644000;-5806000;19763
