cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25330;17613000;-34697000;166745000;2018-12-31;2018-01-01;year;25330
25330;-89216000;17968000;16464000;2019-12-31;2019-01-01;year;25330
