cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
21440;-22509000;-8765000;17694000;2009-12-31;2009-01-01;year;21440
21440;9648000;-29698000;30694000;2010-12-31;2010-01-01;year;21440
21440;121799000;-133917000;49786000;2011-12-31;2011-01-01;year;21440
21440;303691000;-260338000;138058000;2012-12-31;2012-01-01;year;21440
21440;-33393000;-173000000;138573000;2013-12-31;2013-01-01;year;21440
21440;247998000;-134676000;111035000;2014-12-31;2014-01-01;year;21440
