continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-286000;-1874000;18406;0;988000;3319000;-286000;"";"";5193000;-344000;-2331000;2009-12-31;2009-01-01;year;644000;-930000;18406
1450000;-1101000;18406;0;426000;965000;1450000;"";"";2066000;1192000;-539000;2010-12-31;2010-01-01;year;1618000;-168000;18406
-797000;-2067000;18406;0;-1771000;-1139000;-797000;"";"";928000;974000;-632000;2011-12-31;2011-01-01;year;-797000;0;18406
4493000;-1795000;18406;0;6620000;7250000;4493000;"";"";9045000;-257000;-630000;2012-12-31;2012-01-01;year;6363000;-1870000;18406
14447000;-12616000;18406;0;29246000;31828000;14447000;"";"";44444000;-7218000;-2582000;2013-12-31;2013-01-01;year;22028000;-7581000;18406
11381000;-6797000;18406;0;6968000;9267000;11381000;"";"";16064000;10385000;-2299000;2014-12-31;2014-01-01;year;17353000;-5972000;18406
