data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1998-08-25;17892;Santos Brasil Participacoes S.a.;Santos Brasil;02762121000104;STBP;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;A Companhia Tem Por Objeto A Exploração Comercial de Instalação Portuária Através de Operações Com Contêineres. Carga Geral Ou Afins E A Participação em Outras Sociedades.;Sim;http://www.santosbrasil.com.br
2000-03-01;18775;Invest.e Part.em Infra-estr.s/a-invepar;Invepar;03758318000124;IVPR;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;Foi Constituída Sob A Forma de Sociedade Anónima E Tem Como Objeto Social A Participação em Outras Sociedades.;Sim;http://www.invepar.com.br
2012-05-08;23515;Conc. Do Aeroporto Internacional De Guarulhos S.a.;Gruairport;15578569000106;AGRU;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;Concessão Aeroportuária;Sim;http://www.gru.com.br
2013-07-16;23523;Porto Sudeste V.m. S.a.;Porto Vm;18494485000182;PSVM;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;Investimentos No Setor de Transporte E Logística;Sim;http://www.portosudeste.com/pt/vm-investors/
2012-03-27;23540;Salus Infraestrutura Portuaria S.a.;Salus Infra;15494541000190;SAIP;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;Infraestrutura Portuária;Sim;http://www.salusinfraestrutura.com
1971-01-29;26247;Wilson Sons Holdings Brasil S.a.;Wilson Sons;33130691000105;PORT;Bens Industriais;Transporte;Servicos De Apoio E Armazenagem;Administração Dos Bens Da Companhia E Participação No Capital de Outras Sociedades.;Sim;""
