cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24236;-66000;-1669000;3089000;2018-12-31;2018-01-01;year;24236
24236;4978000;-1675000;8602000;2019-12-31;2019-01-01;year;24236
24236;132954000;-68767000;-35506000;2020-12-31;2020-01-01;year;24236
24236;36574000;-22284000;4558000;2021-12-31;2021-01-01;year;24236
