continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-260853000;-280000;20702;0;-151684000;-569000;-260853000;-260853000;-735000;-289000;-109169000;-151115000;2015-12-31;2015-01-01;year;-260853000;0;20702
-347170000;-168000;20702;0;-251800000;1825000;-347170000;-347170000;-1427000;1993000;-95659000;-253625000;2016-12-31;2016-01-01;year;-347459000;289000;20702
-120632000;0;20702;0;-141839000;4000;-120632000;-120632000;1418000;4000;-28318000;-141843000;2017-12-31;2017-01-01;year;-170157000;49525000;20702
-197216000;-7000;20702;0;-170917000;124000;-197216000;-197216000;-1317000;131000;-16458000;-171041000;2018-12-31;2018-01-01;year;-187375000;-9841000;20702
-220512000;0;20702;0;-195196000;400000;-220512000;-220512000;178000;400000;-25316000;-195596000;2019-12-31;2019-01-01;year;-220512000;0;20702
-180781000;-40000;20702;0;-152006000;1257000;-180781000;-180781000;-463000;1297000;-28775000;-153263000;2020-12-31;2020-01-01;year;-180781000;0;20702
-57531000;-7000;20702;0;-52632000;4373000;-57531000;-57531000;-395000;4380000;-4899000;-57005000;2021-12-31;2021-01-01;year;-57531000;0;20702
