asset_turnover;cash_liquidity;current_liquidity;cvm_code;ebit_margin;ebitda;ebitda_margin;gross_debt;gross_margin;net_debt;net_margin;operating_margin;period_end;period_init;period_type;quick_liquidity;return_on_assets;return_on_equity;total_debt;working_capital;code_partition
0.1505;17.1551;17.8582;25259;-39.0908;-3.7898E7;-47.6064;0.0;35.4077;-5.03023E8;-39.0983;-39.1121;2020-12-31;2020-01-01;year;17.8582;-0.0588;-6.2608;6.4215;4.78283E8;25259
0.2247;9.705;10.6224;25259;-127.264;-1.45562E8;-137.1415;0.0;26.1654;-3.91735E8;-111.9135;-111.9135;2021-12-31;2021-01-01;year;10.6224;-0.2515;-27.9783;11.2431;3.79288E8;25259
