cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25291;687063000;-412196000;-19928000;2020-12-31;2020-01-01;year;25291
25291;2871874000;-3078079000;-60937000;2021-12-31;2021-01-01;year;25291
