cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
22675;107605000;-46652000;-6428000;2011-12-31;2011-01-01;year;22675
22675;135718000;-131821000;-9828000;2012-12-31;2012-01-01;year;22675
22675;281972000;-298882000;-16705000;2013-12-31;2013-01-01;year;22675
22675;225620000;-187928000;-38661000;2014-12-31;2014-01-01;year;22675
22675;298706000;-258031000;-43753000;2015-12-31;2015-01-01;year;22675
