cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
23221;-17165000;-14153000;25440000;2009-12-31;2009-01-01;year;23221
23221;-4024000;-61386000;49900000;2010-12-31;2010-01-01;year;23221
23221;44616000;-68647000;24083000;2011-12-31;2011-01-01;year;23221
23221;34082000;-62907000;41492000;2012-12-31;2012-01-01;year;23221
23221;324147000;-198516000;74021000;2013-12-31;2013-01-01;year;23221
23221;-63841000;-203570000;91301000;2014-12-31;2014-01-01;year;23221
