continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
87620000;-569863000;24201;0;98357000;276463000;87620000;87620000;732000;846326000;9085000;-178106000;2018-12-31;2018-01-01;year;107442000;-19822000;24201
127807000;-684233000;24201;0;121385000;328780000;127807000;127807000;-359000;1013013000;-3213000;-207395000;2019-12-31;2019-01-01;year;118172000;9635000;24201
138035000;-895620000;24201;0;137710000;365682000;138035000;138035000;-172000;1261302000;8132000;-227972000;2020-12-31;2020-01-01;year;145842000;-7807000;24201
