continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
211637000;-3123197000;19275;0;303757000;694070000;211637000;"";"";3676868000;24668000;-249914000;2015-12-31;2015-01-01;year;328425000;-116788000;19275
68114000;-2614765000;19275;0;224435000;517995000;68114000;"";"";3132760000;-106879000;-293560000;2016-12-31;2016-01-01;year;117556000;-49442000;19275
152080000;-3373646000;19275;0;325447000;623676000;152080000;"";"";3997322000;-100626000;-298229000;2017-12-31;2017-01-01;year;224821000;-72741000;19275
182654000;-3264463000;19275;0;322078000;615079000;182654000;"";"";3879542000;-48548000;-293001000;2018-12-31;2018-01-01;year;273530000;-90876000;19275
281634000;-3582198000;19275;0;453663000;763105000;281634000;"";"";4345303000;-30929000;-309442000;2019-12-31;2019-01-01;year;422734000;-141100000;19275
373487000;-3759271000;19275;0;528267000;809358000;373487000;"";"";4568629000;34530000;-281091000;2020-12-31;2020-01-01;year;562797000;-189310000;19275
500398000;-4733871000;19275;0;799665000;1100404000;500398000;"";"";5834275000;-41429000;-300739000;2021-12-31;2021-01-01;year;758236000;-257838000;19275
