cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
25011;948273000;-107365000;-226555000;2020-12-31;2020-01-01;year;25011
25011;650879000;-1039454000;-174936000;2021-12-31;2021-01-01;year;25011
