data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1908-08-08;4693;Conservas Oderich S.a.;Conservas Oderich;97191902000194;ODER;Consumo Nao Ciclico;Alimentos Processados;Alimentos Diversos;Indústria de Alimentos Com Sede Na Cidade de São Sebastião Do Caí (rs) E Filiais Nas Cidades de Eldorado Do Sul (rs). Pelotas (rs). Orizona (go) E Salvador (ba).;Sim;http://www.oderich.com.br
1920-01-01;13285;Josapar - Joaquim Oliveira S.a. Participacoes;Josapar;87456562000122;JOPA;Consumo Nao Ciclico;Alimentos Processados;Alimentos Diversos;Beneficiamento de Arroz E Participações;Sim;http://www.josapar.com.br
1961-01-01;20338;M. Dias Branco S.a. Industria E Comercio De Alimentos;M. Dias Branco;07206816000115;MDIA;Consumo Nao Ciclico;Alimentos Processados;Alimentos Diversos;Produção E Comercialização de Biscoitos. Massas. Farinha de Trigo E Farelo. Margarinas E Gorduras. Bolos. Snacks. Mistura Para Bolos E Torradas.;Sim;http://www.mdiasbranco.com.br
1982-01-01;21156;J.macedo S/a;J.macedo;14998371000119;JMCD;Consumo Nao Ciclico;Alimentos Processados;Alimentos Diversos;Industrialização de Massas Alimentícias. Farinhas. Misturas Para Bolo Domésticas. Biscoitos. Sobremesas E Derivados de Trigo.;Sim;http://www.jmacedo.com.br
1990-11-09;24228;Camil Alimentos S.a.;Camil Alimentos;64904295000103;CAML;Consumo Nao Ciclico;Alimentos Processados;Alimentos Diversos;Industrialização E Comercialização de Arroz. Feijão. Pescados E Açúcar.;Sim;http://www.camilalimentos.com.br
