cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
14664;73367000;-29567000;22204000;2009-12-31;2009-01-01;year;14664
14664;-14733000;-37529000;31848000;2010-12-31;2010-01-01;year;14664
14664;62650000;-63577000;13371000;2011-12-31;2011-01-01;year;14664
14664;-22540000;-36570000;77722000;2012-12-31;2012-01-01;year;14664
14664;-1330000;-37693000;88477000;2013-12-31;2013-01-01;year;14664
14664;5112000;-38256000;125294000;2014-12-31;2014-01-01;year;14664
