cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
5576;-78984000;-113748000;148877000;2009-12-31;2009-01-01;year;5576
5576;41619000;-104179000;58232000;2010-12-31;2010-01-01;year;5576
5576;-101559000;-139842000;257952000;2011-12-31;2011-01-01;year;5576
5576;-81484000;-137650000;168920000;2012-12-31;2012-01-01;year;5576
5576;-169431000;-193662000;315637000;2013-12-31;2013-01-01;year;5576
5576;232237000;-312907000;179441000;2014-12-31;2014-01-01;year;5576
