cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
20010;-155273000;84563000;56519000;2015-12-31;2015-01-01;year;20010
20010;-141739000;-96063000;366428000;2016-12-31;2016-01-01;year;20010
20010;940470000;114970000;54737000;2017-12-31;2017-01-01;year;20010
20010;720307000;-1192187000;-57812000;2018-12-31;2018-01-01;year;20010
20010;-453464000;512319000;-240688000;2019-12-31;2019-01-01;year;20010
20010;-1549665000;140921000;1038000000;2020-12-31;2020-01-01;year;20010
20010;667701000;-1379817000;1087962000;2021-12-31;2021-01-01;year;20010
