cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
18333;111214;0;-100921;2015-12-31;2015-01-01;year;18333
18333;112000;0;-106753;2016-12-31;2016-01-01;year;18333
18333;100000;0;-109018;2017-12-31;2017-01-01;year;18333
18333;110000;0;-128515;2018-12-31;2018-01-01;year;18333
18333;340000;0;-139563;2019-12-31;2019-01-01;year;18333
18333;0;0;-124848;2020-12-31;2020-01-01;year;18333
18333;160000;0;-125889;2021-12-31;2021-01-01;year;18333
