cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
24406;-3378000;-132795000;438053000;2016-12-31;2016-01-01;year;24406
24406;-218000;-64717000;5699000;2017-12-31;2017-01-01;year;24406
24406;492125000;-23630000;603717000;2018-12-31;2018-01-01;year;24406
