cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
19720;0;0;484;2009-12-31;2009-01-01;year;19720
19720;0;0;-59640;2010-12-31;2010-01-01;year;19720
19720;5986242;0;-5974992;2011-12-31;2011-01-01;year;19720
19720;4330757;0;-4337102;2012-12-31;2012-01-01;year;19720
19720;351000;0;-348185;2013-12-31;2013-01-01;year;19720
19720;230000;0;-224299;2014-12-31;2014-01-01;year;19720
