data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1930-07-16;8192;Trevisa Investimentos S.a.;Trevisa;92660570000126;LUXM;Bens Industriais;Transporte;Transporte Hidroviario;Part. Capital Outras Empresas Qualquer Setor Económico. locação de Conjuntos Comerciais.;Sim;http://www.trevisa.com.br
1988-07-31;20710;Log-in Logistica Intermodal S.a.;Log-in;42278291000124;LOGN;Bens Industriais;Transporte;Transporte Hidroviario;A Log-in Oferece Soluções Logísticas Integradas Através Do Transporte Marítimo em Navios Porta-contêineres. Terminal Portuário. Terminais Intermodais E Transporte Rodoviário de Curta Distância.;Sim;http://www.loginlogistica.com.br
2010-08-18;22675;Hidrovias Do Brasil S.a.;Hidrovias Do Brasil;12648327000153;HBSA;Bens Industriais;Transporte;Transporte Hidroviario;Operador de Logística Hidroviária Para Clientes de Commodities Agrícolas. Minerais. Combustíveis E Derivados E Carga. Integrando O Transporte Por Barcaças Com Operação de Terminais de Origem E Destino;Sim;http://www.hbsa.com.br
