continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
69192000;0;23507;0;69754000;0;69192000;69192000;15000;0;-562000;69754000;2015-12-31;2015-01-01;year;69192000;0;23507
-5206000;0;23507;0;-5194000;0;-5206000;-5206000;-145000;0;-12000;-5194000;2016-12-31;2016-01-01;year;-5206000;0;23507
38108000;0;23507;0;38746000;0;38108000;38108000;-207000;0;-638000;38746000;2017-12-31;2017-01-01;year;38108000;0;23507
