amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.507241917;2021-04-30;21393;2021-05-06;"";2021-06-29;2021-04-30;GPAR3;dividend;21393
0.912336;"";21393;2020-08-03;"";2020-08-14;2020-07-31;GPAR3;"";21393
