cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
14362;-459703000;-250634000;669205000;2009-12-31;2009-01-01;year;14362
14362;-332737000;-196860000;480300000;2010-12-31;2010-01-01;year;14362
14362;-3652000;-329154000;528723000;2011-12-31;2011-01-01;year;14362
14362;-252734000;-487854000;696403000;2012-12-31;2012-01-01;year;14362
14362;55803000;-314023000;261911000;2013-12-31;2013-01-01;year;14362
14362;190238000;-342283000;155375000;2014-12-31;2014-01-01;year;14362
