continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-11768000;0;25291;0;-12040000;0;-11768000;-11768000;0;0;272000;-12040000;2018-12-31;2018-01-01;year;-11768000;0;25291
-31966000;0;25291;0;-30145000;0;-31966000;-31966000;0;0;-844000;-30145000;2019-12-31;2019-01-01;year;-30989000;-977000;25291
