cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
21032;-7117000;-212981000;273269000;2015-12-31;2015-01-01;year;21032
21032;-78669000;-225584000;317428000;2016-12-31;2016-01-01;year;21032
21032;14873000;-337987000;314109000;2017-12-31;2017-01-01;year;21032
21032;41314000;-431551000;349327000;2018-12-31;2018-01-01;year;21032
21032;271994000;-391362000;451242000;2019-12-31;2019-01-01;year;21032
21032;-160974000;-230241000;548131000;2020-12-31;2020-01-01;year;21032
21032;-176883000;-824385000;662797000;2021-12-31;2021-01-01;year;21032
