cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
6211;-107741000;-27506000;99684000;2015-12-31;2015-01-01;year;6211
6211;198457000;-164000;-99420000;2016-12-31;2016-01-01;year;6211
6211;-83367000;-22641000;103615000;2017-12-31;2017-01-01;year;6211
6211;-20644000;-316967000;283556000;2018-12-31;2018-01-01;year;6211
6211;-73443000;-32036000;52776000;2019-12-31;2019-01-01;year;6211
6211;384787000;-281898000;76177000;2020-12-31;2020-01-01;year;6211
6211;-127532000;-128383000;163436000;2021-12-31;2021-01-01;year;6211
