continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
13070000;0;22217;0;7855000;0;13070000;13070000;1000;0;5215000;7855000;2010-12-31;2010-01-01;year;13070000;0;22217
106753000;0;22217;0;69825000;0;106753000;106753000;3038000;0;33966000;69825000;2011-12-31;2011-01-01;year;103791000;2962000;22217
109798000;0;22217;0;90695000;0;109798000;109798000;7730000;0;22202000;90695000;2012-12-31;2012-01-01;year;112897000;-3099000;22217
102071000;0;22217;0;70874000;0;102071000;102071000;6534000;0;38213000;70874000;2013-12-31;2013-01-01;year;109087000;-7016000;22217
10602000;0;22217;0;-36276000;0;10602000;10602000;5526000;0;46878000;-36276000;2014-12-31;2014-01-01;year;10602000;0;22217
-109537000;0;22217;0;-173885000;0;-109537000;-109537000;5141000;0;58912000;-173885000;2015-12-31;2015-01-01;year;-114973000;5436000;22217
