cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
21091;-100530000;-46250000;284159000;2015-12-31;2015-01-01;year;21091
21091;-189771000;-229081000;124899000;2016-12-31;2016-01-01;year;21091
21091;-93563000;-121206000;255544000;2017-12-31;2017-01-01;year;21091
21091;-266153000;-40929000;173872000;2018-12-31;2018-01-01;year;21091
21091;-454590000;18486000;625926000;2019-12-31;2019-01-01;year;21091
21091;145265000;-563333000;1000242000;2020-12-31;2020-01-01;year;21091
21091;-848055000;-440103000;1132009000;2021-12-31;2021-01-01;year;21091
