cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
23426;110000000;-70908000;-13892000;2012-12-31;2012-01-01;year;23426
23426;0;-36939000;-11187000;2013-12-31;2013-01-01;year;23426
23426;-20000000;38073000;-19334000;2014-12-31;2014-01-01;year;23426
23426;0;-462000;-8580000;2015-12-31;2015-01-01;year;23426
23426;0;-4454000;3224000;2016-12-31;2016-01-01;year;23426
