cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
19232;-1710000;0;1674000;2015-12-31;2015-01-01;year;19232
19232;-2319000;0;2382000;2016-12-31;2016-01-01;year;19232
19232;-1631000;0;1901000;2017-12-31;2017-01-01;year;19232
19232;-2327000;0;2362000;2018-12-31;2018-01-01;year;19232
19232;-2741000;0;3124000;2019-12-31;2019-01-01;year;19232
19232;-2831000;0;3277000;2020-12-31;2020-01-01;year;19232
19232;-4151000;-112000;2362000;2021-12-31;2021-01-01;year;19232
