cvm_code;financing;investing;operating;period_end;period_init;period_type;code_partition
19593;-8125000;-4310000;11923000;2016-12-31;2016-01-01;year;19593
19593;-11443000;-247000;11592000;2017-12-31;2017-01-01;year;19593
19593;-11356000;-2992000;14007000;2018-12-31;2018-01-01;year;19593
19593;-10634000;-42000;11263000;2019-12-31;2019-01-01;year;19593
19593;-4660000;-199000;11006000;2020-12-31;2020-01-01;year;19593
19593;-11845000;-55000;5730000;2021-12-31;2021-01-01;year;19593
