amount;approval_date;cvm_code;ex_date;notes;payable_date;record_date;ticker;type;code_partition
0.065507678;"";19615;2022-11-04;"";2022-11-23;2022-11-03;GRND3;dividend;19615
0.037706874;"";19615;2022-11-04;"";2022-11-23;2022-11-03;GRND3;interest;19615
0.019962463;"";19615;2022-08-12;"";2022-08-31;2022-08-11;GRND3;interest;19615
0.008478151;"";19615;2022-08-12;"";2022-08-31;2022-08-11;GRND3;dividend;19615
0.051760415;"";19615;2022-05-10;"";2022-05-25;2022-05-09;GRND3;dividend;19615
0.041012827;"";19615;2022-05-10;"";2022-05-25;2022-05-09;GRND3;interest;19615
0.0809172;"";19615;2022-05-03;"";2022-05-18;2022-05-02;GRND3;interest;19615
2.46651E-4;"";19615;2022-05-03;"";2022-05-18;2022-05-02;GRND3;dividend;19615
0.079441975;"";19615;2021-12-17;"";2021-12-28;2021-12-16;GRND3;dividend;19615
0.149262435;"";19615;2021-11-08;"";2021-11-24;2021-11-05;GRND3;dividend;19615
0.037357917;2021-07-29;19615;2021-08-06;"";2021-08-18;2021-08-05;GRND3;dividend;19615
0.090861484;2021-04-29;19615;2021-05-11;"";2021-05-19;2021-05-10;GRND3;dividend;19615
0.386613689;2021-03-04;19615;2021-04-23;"";2021-05-12;2021-04-22;GRND3;dividend;19615
0.121929591;2021-03-04;19615;2021-04-23;"";2021-05-12;2021-04-22;GRND3;interest;19615
0.023872975;2020-10-29;19615;2020-11-06;"";2020-11-18;2020-11-05;GRND3;dividend;19615
0.121949868;2020-02-13;19615;2020-05-06;"";2020-05-20;2020-05-05;GRND3;interest;19615
0.021885548;2020-02-13;19615;2020-05-06;"";2020-05-20;2020-05-05;GRND3;dividend;19615
0.104000708;2019-10-24;19615;2019-11-05;"";2019-11-19;2019-11-04;GRND3;dividend;19615
0.017048561;2019-08-01;19615;2019-08-09;"";2019-08-21;2019-08-08;GRND3;dividend;19615
0.040753032;2019-04-25;19615;2019-05-10;"";2019-05-22;2019-05-09;GRND3;dividend;19615
0.014891133;2019-04-15;19615;2019-04-24;"";2019-05-08;2019-04-23;GRND3;dividend;19615
0.144098608;2019-04-15;19615;2019-04-24;"";2019-05-08;2019-04-23;GRND3;interest;19615
0.052457439;2018-10-25;19615;2018-11-06;"";2018-11-21;2018-11-05;GRND3;dividend;19615
0.037418208;2018-07-26;19615;2018-08-07;"";2018-08-22;2018-08-06;GRND3;dividend;19615
0.301712708;2018-04-26;19615;2018-05-08;"";2018-05-23;2018-05-07;GRND3;dividend;19615
0.432295823;2018-02-21;19615;2018-05-04;"";2018-05-16;2018-05-03;GRND3;interest;19615
0.065276669;2018-02-21;19615;2018-05-04;"";2018-05-16;2018-05-03;GRND3;dividend;19615
0.244355986;2017-10-26;19615;2017-11-07;"";2017-11-22;2017-11-06;GRND3;dividend;19615
0.184841673;2017-07-27;19615;2017-08-04;"";2017-08-16;2017-08-03;GRND3;dividend;19615
0.099763077;2017-04-27;19615;2017-05-03;"";2017-05-17;2017-05-02;GRND3;interest;19615
0.229714663;2017-04-27;19615;2017-05-03;"";2017-05-17;2017-05-02;GRND3;dividend;19615
0.061832683;2017-04-10;19615;2017-04-13;"";2017-04-26;2017-04-12;GRND3;dividend;19615
0.432306667;2017-04-10;19615;2017-04-13;"";2017-04-26;2017-04-12;GRND3;interest;19615
0.253036223;2016-10-20;19615;2016-10-28;"";2016-11-16;2016-10-27;GRND3;dividend;19615
0.151320706;2016-07-28;19615;2016-08-03;"";2016-08-17;2016-08-02;GRND3;dividend;19615
