continued_operations;costs;cvm_code;discontinued_operations;ebit;gross_income;net_income;net_income_controlling;net_income_non_controlling;net_sales;non_operating_income;operating_expenses;period_end;period_init;period_type;profit_before_taxes;taxes;code_partition
-88746;0;16586;0;-94270;0;-88746;"";"";0;5524;-94270;2015-12-31;2015-01-01;year;-88746;0;16586
-98925;0;16586;0;-104729;0;-98925;"";"";0;5804;-104729;2016-12-31;2016-01-01;year;-98925;0;16586
-108980;0;16586;0;-114074;0;-108980;"";"";0;5094;-114074;2017-12-31;2017-01-01;year;-108980;0;16586
-127716;0;16586;0;-130060;0;-127716;"";"";0;2344;-130060;2018-12-31;2018-01-01;year;-127716;0;16586
-140105;0;16586;0;-143447;0;-140105;"";"";0;3342;-143447;2019-12-31;2019-01-01;year;-140105;0;16586
-125117;0;16586;0;-128367;0;-125117;"";"";0;3250;-128367;2020-12-31;2020-01-01;year;-125117;0;16586
-124895;0;16586;0;-130766;0;-124895;"";"";0;5871;-130766;2021-12-31;2021-01-01;year;-124895;0;16586
