data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1964-01-01;3891;Financeira Alfa S.a. – Cfi;Alfa Financeira;17167412000113;CRIV;Financeiro;Intermediarios Financeiros;Sociedade De Credito E Financiamento;A Sociedade Tem Por Objeto A Prática de Todas As Operações de Crédito. Financiamento E Investimentos Permitidas Pelas Leis E Regulamentos Aplicáveis à Espécie.;Sim;http://www.alfanet.com.br
1962-09-12;6076;Finansinos S.a.;Finansinos;91669747000192;FNCN;Financeiro;Intermediarios Financeiros;Sociedade De Credito E Financiamento;Financiamento de Bens E Serviços - Intermediação Financeira;Sim;http://www.finansinos.com.br
1972-12-12;8540;Mercantil Do Brasil Financeira S.a. Cfi;Mercantil Do Brasil Financeira;33040601000187;MERC;Financeiro;Intermediarios Financeiros;Sociedade De Credito E Financiamento;Crédito. Financiamento E Investimentos;Sim;http://www.mercantildobrasil.com.br
